time,amp,sigma
13.55287,2.938101,0.047214
13.570046,2.949208,0.050805
13.587269,2.927945,0.041955
13.604491,3.01236,0.054391
13.621713,2.972432,0.050532
13.638935,2.940875,0.032321
13.656111,2.940227,0.040643
13.673287,2.914367,0.052779
13.690509,2.93057,0.041672
13.707731,2.942132,0.046829
13.7235,2.886605,0.038033
13.868333,2.957007,0.043073
13.885509,2.933508,0.045214
13.902731,2.915201,0.047141
13.919954,2.957964,0.041408
13.937176,2.933245,0.039215
13.954398,2.94705,0.060437
13.97162,2.970887,0.029109
13.98875,2.954248,0.04208
14.005972,2.965752,0.0341
14.023194,2.985897,0.056656
14.040417,2.980826,0.055775
14.06912,2.943577,0.044368
14.086296,2.891692,0.043077
14.103472,2.92683,0.034248
14.120694,2.945841,0.043385
14.137917,2.952078,0.040043
14.155139,2.980742,0.035076
14.172361,2.94399,0.041329
14.189583,2.899742,0.042881
14.206713,2.922004,0.053635
14.223935,2.862458,0.038755
14.241157,2.889779,0.042287
14.25838,2.915973,0.037155
14.284213,2.881434,0.045088
14.301389,2.899532,0.044017
14.318565,2.843372,0.030955
14.335787,2.941262,0.042563
14.353009,2.877602,0.052685
14.370231,2.876471,0.049843
14.387454,2.92039,0.02326
14.40463,2.934273,0.041561
14.421806,2.937796,0.043458
14.439028,2.907152,0.035084
14.585324,2.866132,0.042958
14.602546,2.875408,0.036746
14.619769,2.870111,0.045653
14.636898,2.851567,0.036071
14.65412,2.859138,0.038585
14.671343,2.843677,0.033559
14.688565,2.825631,0.054197
14.705787,2.842368,0.026158
14.723009,2.784803,0.035651
14.740139,2.773636,0.027559
14.757361,2.764477,0.030862
14.774583,2.782137,0.041112
14.791806,2.79081,0.054697
14.809028,2.854819,0.042754
14.824833,2.831488,0.033404
14.851991,2.811334,0.035505
14.869213,2.775505,0.039585
14.886435,2.841991,0.034677
14.903657,2.803696,0.051677
14.92088,2.821401,0.038086
14.938102,2.85689,0.086696
14.955231,2.822144,0.042563
14.972454,2.841658,0.042358
14.989676,2.924419,0.041872
15.006898,2.847174,0.025327
