time,amp,sigma,band
9.4469,2.3892,0.0048,b3
9.4519,2.3972,0.0049,b3
9.4569,2.4027,0.0048,b3
9.4619,2.4022,0.0047,b3
9.4672,2.4115,0.0046,b3
9.4722,2.4115,0.0047,b3
9.4772,2.4188,0.0048,b3
9.4822,2.4273,0.0049,b3
9.4872,2.4317,0.0048,b3
9.4922,2.4318,0.0049,b3
9.4975,2.4367,0.0046,b3
9.5025,2.4433,0.0048,b3
9.5075,2.4474,0.0048,b3
9.5125,2.4506,0.0048,b3
9.5175,2.4544,0.0048,b3
9.5228,2.4591,0.0048,b3
9.5278,2.4617,0.0047,b3
9.5328,2.4649,0.0049,b3
9.5378,2.4747,0.0052,b3
9.5422,2.4798,0.0053,b3
9.5481,2.4739,0.0046,b3
9.5531,2.4836,0.0046,b3
9.5575,2.4858,0.0046,b3
9.5631,2.4926,0.0047,b3
9.5681,2.4929,0.0046,b3
9.9394,2.5421,0.0048,b3
9.9444,2.5461,0.0049,b3
9.9494,2.5465,0.0049,b3
9.9544,2.544,0.0049,b3
9.9933,2.5583,0.0051,b3
9.9983,2.5539,0.0052,b3
10.0033,2.5551,0.005,b3
10.0086,2.5572,0.0049,b3
10.0136,2.5562,0.0051,b3
10.0186,2.5551,0.0052,b3
10.0236,2.5527,0.0051,b3
10.0286,2.555,0.0052,b3
10.0339,2.5544,0.0052,b3
10.0389,2.5587,0.0052,b3
10.0439,2.5506,0.0049,b3
10.0489,2.5469,0.0051,b3
10.0539,2.5463,0.005,b3
10.0589,2.5412,0.0049,b3
10.0642,2.5476,0.0048,b3
10.0692,2.5412,0.0045,b3
10.0731,2.538,0.0046,b3
10.0792,2.5439,0.0048,b3
10.0842,2.542,0.0048,b3
10.0889,2.5448,0.005,b3
10.0944,2.5433,0.0048,b3
10.0989,2.5435,0.0049,b3
10.1044,2.5393,0.005,b3
10.1094,2.5455,0.0048,b3
10.1147,2.5426,0.0049,b3
10.1197,2.5418,0.0048,b3
10.1242,2.5412,0.0048,b3
10.1292,2.5439,0.005,b3
10.1342,2.5472,0.005,b3
10.32,2.5735,0.0051,b3
10.3247,2.573,0.0054,b3
10.3303,2.5714,0.0051,b3
10.3347,2.5723,0.0055,b3
10.3397,2.5748,0.005,b3
10.3447,2.5783,0.005,b3
10.3506,2.5759,0.0051,b3
10.3556,2.5728,0.0051,b3
10.3606,2.5722,0.0049,b3
10.3656,2.5754,0.005,b3
10.3706,2.583,0.0049,b3
10.3756,2.5842,0.0047,b3
10.3808,2.584,0.0047,b3
10.3858,2.5869,0.0048,b3
10.3908,2.5813,0.0049,b3
10.3958,2.5797,0.0049,b3
10.4008,2.5813,0.0049,b3
10.4061,2.5857,0.005,b3
10.41,2.5821,0.0049,b3
10.4161,2.5905,0.0054,b3
10.4206,2.587,0.0052,b3
10.4261,2.5924,0.0047,b3
10.4308,2.5904,0.0047,b3
10.4364,2.5932,0.0047,b3
10.4414,2.6002,0.0048,b3
10.4464,2.6047,0.0048,b3
10.4514,2.6057,0.005,b3
10.5033,2.6268,0.0051,b3
10.5086,2.6276,0.005,b3
10.5136,2.6291,0.0051,b3
10.5186,2.6317,0.0051,b3
10.5236,2.6324,0.005,b3
10.5286,2.6304,0.005,b3
10.5333,2.6335,0.0052,b3
10.5378,2.6293,0.0052,b3
10.5439,2.6256,0.0049,b3
10.5489,2.6235,0.0051,b3
10.5539,2.6233,0.0052,b3
10.5589,2.6218,0.0052,b3
10.5642,2.6213,0.005,b3
10.5692,2.6167,0.0051,b3
10.5742,2.6143,0.0049,b3
10.5792,2.6139,0.005,b3
10.5842,2.6129,0.0049,b3
10.5894,2.6082,0.0048,b3
10.5944,2.6037,0.0045,b3
10.5978,2.6066,0.005,b3
10.6028,2.6045,0.0044,b3
10.6094,2.5993,0.0047,b3
10.6142,2.603,0.0047,b3
10.6192,2.5933,0.0047,b3
10.6247,2.5988,0.0046,b3
10.6297,2.6011,0.0048,b3
10.6347,2.5939,0.0047,b3
10.8033,2.5188,0.0046,b3
10.8086,2.5209,0.0046,b3
10.8131,2.5157,0.0045,b3
10.8181,2.5157,0.0049,b3
10.8225,2.4979,0.0049,b3
10.8281,2.5072,0.0046,b3
10.8333,2.5071,0.0049,b3
10.8383,2.5049,0.005,b3
10.8439,2.5047,0.0049,b3
10.8489,2.4999,0.0047,b3
10.8539,2.4969,0.0048,b3
10.8589,2.4938,0.0045,b3
10.8636,2.4882,0.0049,b3
10.8692,2.4902,0.0049,b3
10.8731,2.4824,0.0054,b3
10.8786,2.4781,0.0058,b3
10.8831,2.4696,0.0052,b3
10.8883,2.4698,0.005,b3
10.8944,2.4717,0.0047,b3
10.8989,2.469,0.0052,b3
10.9039,2.4652,0.005,b3
10.9089,2.4639,0.0048,b3
10.9147,2.4707,0.0048,b3
10.9197,2.4613,0.005,b3
10.9247,2.4664,0.0048,b3
10.9297,2.4647,0.0048,b3
10.9347,2.4707,0.0048,b3
10.9867,2.4889,0.005,b3
10.9919,2.4873,0.005,b3
10.9969,2.4885,0.005,b3
11.0019,2.4878,0.0048,b3
11.0069,2.4804,0.0047,b3
11.0108,2.4805,0.0048,b3
11.0153,2.4825,0.0054,b3
11.0217,2.4794,0.0048,b3
11.0267,2.4826,0.0046,b3
11.0322,2.4768,0.0045,b3
11.0372,2.4816,0.0047,b3
11.0422,2.4794,0.0045,b3
11.0475,2.4795,0.0047,b3
11.0525,2.4774,0.0053,b3
11.0564,2.4752,0.0053,b3
11.0625,2.4752,0.0048,b3
11.0675,2.4717,0.0048,b3
11.0717,2.4751,0.0047,b3
11.0778,2.4701,0.0047,b3
11.0822,2.4643,0.0046,b3
11.0872,2.4646,0.0049,b3
11.0928,2.4628,0.0047,b3
11.0981,2.4585,0.0048,b3
11.1031,2.4588,0.0045,b3
11.1081,2.4602,0.0045,b3
11.1131,2.4582,0.0045,b3
11.1181,2.4568,0.0043,b3
11.355,2.4777,0.0041,b3
11.36,2.4827,0.0041,b3
11.365,2.4836,0.0042,b3
11.37,2.4861,0.0041,b3
11.375,2.4887,0.0041,b3
11.38,2.4868,0.004,b3
11.3853,2.4801,0.0041,b3
11.3903,2.4727,0.0039,b3
11.3953,2.4798,0.004,b3
11.4003,2.4464,0.0045,b3
11.4053,2.4649,0.0043,b3
11.4106,2.4671,0.0042,b3
11.4156,2.4586,0.0039,b3
11.4206,2.4584,0.0038,b3
11.4256,2.4543,0.0039,b3
11.4306,2.4529,0.0041,b3
11.4358,2.4543,0.0038,b3
11.4408,2.4491,0.004,b3
11.4458,2.446,0.0039,b3
11.4508,2.4463,0.0039,b3
11.4558,2.4393,0.0038,b3
11.4611,2.4366,0.0042,b3
11.4661,2.4334,0.0037,b3
11.4706,2.4355,0.0038,b3
11.475,2.4271,0.004,b3
11.4811,2.4243,0.0038,b3
11.4864,2.4187,0.004,b3
11.5367,2.3711,0.0037,b3
11.5419,2.3656,0.0037,b3
11.5469,2.3598,0.0039,b3
11.5519,2.3431,0.0037,b3
11.5569,2.3491,0.0039,b3
11.5619,2.3431,0.0039,b3
11.5672,2.3383,0.004,b3
11.5722,2.3361,0.0039,b3
11.5772,2.3269,0.0038,b3
11.5822,2.3278,0.0038,b3
11.5867,2.3203,0.0037,b3
11.5917,2.3131,0.0035,b3
11.5975,2.315,0.0035,b3
11.6025,2.3088,0.0039,b3
11.6075,2.2976,0.004,b3
11.6125,2.3042,0.0037,b3
11.6169,2.2986,0.0039,b3
11.6228,2.2954,0.0038,b3
11.6278,2.2899,0.0037,b3
11.6328,2.2898,0.0037,b3
11.6378,2.2847,0.0036,b3
11.6428,2.2845,0.0036,b3
11.6481,2.2852,0.0035,b3
11.6519,2.2745,0.0042,b3
11.6581,2.2782,0.0038,b3
11.6631,2.2768,0.0038,b3
11.6681,2.2725,0.0039,b3
11.8528,2.2961,0.0041,b3
11.8586,2.3004,0.0036,b3
11.8636,2.2939,0.0037,b3
11.8686,2.3031,0.0039,b3
11.8736,2.3053,0.0037,b3
11.8786,2.301,0.0038,b3
11.8839,2.3042,0.0037,b3
11.8889,2.3022,0.0038,b3
11.8939,2.3025,0.0042,b3
11.8989,2.3006,0.0047,b3
11.9028,2.2994,0.005,b3
11.9083,2.2962,0.0048,b3
11.9142,2.2956,0.004,b3
11.9192,2.2949,0.004,b3
11.9236,2.2862,0.0041,b3
11.9292,2.297,0.004,b3
11.9342,2.2996,0.0039,b3
11.9394,2.2995,0.0038,b3
11.9444,2.3007,0.0039,b3
11.9494,2.3027,0.0039,b3
11.9544,2.3043,0.0041,b3
11.9589,2.3031,0.0039,b3
11.9636,2.3053,0.0041,b3
11.9697,2.307,0.004,b3
11.9747,2.3092,0.0038,b3
11.9797,2.3107,0.004,b3
11.9847,2.3049,0.0041,b3
12.0367,2.3241,0.0039,b3
12.0419,2.3275,0.0041,b3
12.0469,2.3251,0.0042,b3
12.0519,2.3218,0.0037,b3
12.0564,2.3264,0.0037,b3
12.0619,2.3302,0.0035,b3
12.0661,2.333,0.0038,b3
12.0722,2.3336,0.0041,b3
12.0772,2.3375,0.0043,b3
12.0817,2.338,0.0044,b3
12.0872,2.3394,0.0045,b3
12.0922,2.3519,0.0046,b3
12.0975,2.353,0.0046,b3
12.1025,2.3598,0.004,b3
12.1075,2.3631,0.0042,b3
12.1125,2.3668,0.0043,b3
12.1175,2.3689,0.0041,b3
12.1217,2.3618,0.0043,b3
12.1278,2.3803,0.0045,b3
12.1328,2.3729,0.0043,b3
12.1372,2.3835,0.0043,b3
12.1422,2.3829,0.0045,b3
12.1481,2.3871,0.0042,b3
12.1531,2.3887,0.0044,b3
12.1581,2.3692,0.0039,b3
12.1631,2.3875,0.0041,b3
12.1675,2.3894,0.0044,b3
12.62,2.3726,0.0058,b3
12.6253,2.3774,0.0055,b3
12.6303,2.3694,0.0054,b3
12.6353,2.3612,0.0058,b3
12.6403,2.3591,0.0062,b3
12.6453,2.3507,0.005,b3
12.65,2.3477,0.0065,b3
12.6556,2.3356,0.0064,b3
12.6606,2.3518,0.005,b3
12.6656,2.3683,0.0056,b3
12.6706,2.3641,0.0055,b3
12.675,2.3759,0.0057,b3
12.6808,2.3755,0.0064,b3
12.6858,2.3754,0.0054,b3
12.6908,2.3693,0.0057,b3
12.6958,2.3779,0.0061,b3
12.7008,2.3538,0.0088,b3
12.7061,2.3569,0.0062,b3
12.7111,2.3693,0.0059,b3
12.7161,2.3687,0.0042,b3
12.7211,2.3492,0.0065,b3
12.7261,2.3497,0.007,b3
12.7314,2.3573,0.005,b3
12.7364,2.3617,0.0048,b3
12.7414,2.3501,0.0057,b3
12.7464,2.3536,0.0058,b3
12.7508,2.3475,0.0037,b3
12.8033,2.3076,0.0045,b3
12.8086,2.3088,0.0051,b3
12.8136,2.2871,0.0055,b3
12.8186,2.2866,0.0054,b3
12.8236,2.2719,0.0067,b3
12.8286,2.2408,0.0068,b3
12.8339,2.2493,0.0062,b3
12.8389,2.2453,0.006,b3
12.8439,2.2513,0.0056,b3
12.8489,2.2377,0.0046,b3
12.8539,2.2175,0.006,b3
12.8583,2.2187,0.0045,b3
12.8642,2.2145,0.0048,b3
12.8692,2.2112,0.005,b3
12.8736,2.2103,0.0056,b3
12.8792,2.195,0.0057,b3
12.8842,2.203,0.0052,b3
12.8883,2.2016,0.0063,b3
12.8944,2.1944,0.0056,b3
12.8989,2.1876,0.0054,b3
12.9039,2.1389,0.0057,b3
12.9094,2.181,0.0056,b3
12.9147,2.1829,0.0053,b3
12.9197,2.1739,0.0048,b3
12.9247,2.1665,0.0042,b3
12.9297,2.162,0.0052,b3
12.9342,2.1699,0.0062,b3
13.12,2.2666,0.0047,b3
13.1253,2.2168,0.0046,b3
13.1303,2.2888,0.0059,b3
13.1353,2.2532,0.0041,b3
13.1403,2.2367,0.0083,b3
13.1453,2.2571,0.0041,b3
13.1506,2.2417,0.0046,b3
13.1556,2.2506,0.0087,b3
13.16,2.2336,0.0061,b3
13.1656,2.2259,0.0094,b3
13.1706,2.2399,0.0112,b3
13.1756,2.2366,0.0053,b3
13.1808,2.2285,0.0023,b3
13.1858,2.242,0.0048,b3
13.1908,2.2387,0.0051,b3
13.1958,2.2426,0.0052,b3
13.2008,2.2522,0.0038,b3
13.2056,2.2111,0.0059,b3
13.2111,2.2105,0.0055,b3
13.2161,2.2294,0.0049,b3
13.2211,2.2232,0.0043,b3
13.2256,2.211,0.0037,b3
13.2314,2.2467,0.0058,b3
13.2364,2.2339,0.0039,b3
13.2414,2.239,0.0039,b3
13.2464,2.2257,0.0037,b3
13.2514,2.2012,0.0044,b3
13.3033,2.2393,0.005,b3
13.3086,2.264,0.0069,b3
13.3136,2.2548,0.0064,b3
13.3186,2.2446,0.0042,b3
13.3236,2.2525,0.0041,b3
13.3281,2.2508,0.0045,b3
13.3339,2.2662,0.0037,b3
13.3389,2.2624,0.0035,b3
13.3439,2.2685,0.0048,b3
13.3489,2.2798,0.0066,b3
13.3533,2.2966,0.004,b3
13.3589,2.2744,0.0064,b3
13.3642,2.2814,0.0045,b3
13.3692,2.2812,0.0049,b3
13.3742,2.3064,0.005,b3
13.3792,2.3028,0.0036,b3
13.3842,2.319,0.0063,b3
13.3894,2.3218,0.0045,b3
13.3939,2.3151,0.0033,b3
13.3994,2.3105,0.0039,b3
13.4044,2.34,0.004,b3
13.4094,2.3201,0.005,b3
13.4147,2.352,0.0043,b3
13.4192,2.3435,0.0056,b3
13.4247,2.337,0.0064,b3
13.4292,2.349,0.0041,b3
13.4347,2.3793,0.0047,b3
13.62,2.1765,0.0053,b3
13.6253,2.1906,0.0033,b3
13.6303,2.2112,0.0047,b3
13.6353,2.1898,0.0058,b3
13.6397,2.2005,0.0039,b3
13.6453,2.2009,0.0035,b3
13.65,2.2072,0.0046,b3
13.655,2.1679,0.0049,b3
13.6606,2.2278,0.0063,b3
13.665,2.2057,0.0031,b3
13.6706,2.196,0.0059,b3
13.6756,2.2276,0.0053,b3
13.6808,2.1917,0.0031,b3
13.6858,2.2001,0.0044,b3
13.6908,2.1941,0.0032,b3
13.6953,2.1908,0.0049,b3
13.7008,2.1844,0.0026,b3
13.7061,2.193,0.0049,b3
13.7111,2.179,0.0045,b3
13.7161,2.1775,0.0044,b3
13.7211,2.2001,0.004,b3
13.7261,2.1878,0.0037,b3
13.7314,2.1986,0.0045,b3
13.7358,2.1757,0.0035,b3
13.7414,2.1647,0.0073,b3
13.7464,2.1464,0.0057,b3
13.7514,2.172,0.0053,b3
